id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Citations>,weight<Norm. citations>,score<Pub. year>,score<Citations>,score<Norm. citations>
2234,hancer (2023),"<table><tr><td>Authors:</td><td>hancer, emrah; subasi, abdulhamit</td></tr><tr><td>Title:</td><td>eeg-based emotion recognition using dual tree complex wavelet transform and random subspace ensemble classifier</td></tr><tr><td>Source:</td><td>computer methods in biomechanics and biomedical engineering, 26(14), 1772-1784</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1080/10255842.2022.2143714,0.9818,0.0272,2,205,444,11,0.9959,2023,11,0.9959
2238,masood (2021b),"<table><tr><td>Authors:</td><td>masood, naveen; farooq, humera</td></tr><tr><td>Title:</td><td>eeg electrodes selection for emotion recognition independent of stimulus presentation paradigms</td></tr><tr><td>Source:</td><td>journal of intelligent & fuzzy systems, 41(1), 299-315</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.3233/jifs-201779,0.28,-0.1296,2,282,415,4,0.2356,2021,4,0.2356
2240,das (2023),"<table><tr><td>Authors:</td><td>das, kritiprasanna; pachori, ram bilas</td></tr><tr><td>Title:</td><td>electroencephalogram-based motor imagery brain-computer interface using multivariate iterative filtering and spatial filtering</td></tr><tr><td>Source:</td><td>ieee transactions on cognitive and developmental systems, 15(3), 1408-1418</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/tcds.2022.3214081,-0.5589,-0.1242,1,290,609,32,2.8972,2023,32,2.8972
2244,andrew keong ng (2013),"<table><tr><td>Authors:</td><td>andrew keong ng; ang, kai keng; tee, keng peng; guan, cuntai</td></tr><tr><td>Title:</td><td>optimizing low-frequency common spatial pattern features for multi-class classification of hand movement directions</td></tr><tr><td>Source:</td><td>2013 35th annual international conference of the ieee engineering in, 2780-2783</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",,-0.8684,-0.2591,1,214,371,3,0.1275,2013,3,0.1275
2250,musellim (2022),"<table><tr><td>Authors:</td><td>musellim, serkan; han, dong-kyun; jeong, ji-hoon; lee, seong-whan</td></tr><tr><td>Title:</td><td>prototype-based domain generalization framework for subject-independent brain-computer interfaces</td></tr><tr><td>Source:</td><td>2022 44th annual international conference of the ieee engineering in, 711-714</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/embc48229.2022.9871434,-0.6939,-0.3709,1,241,492,6,0.4195,2022,6,0.4195
2254,wang (2023a),"<table><tr><td>Authors:</td><td>wang, junhui; song, yu; mao, zemin; liu, junjie; gao, qiang</td></tr><tr><td>Title:</td><td>eeg-based emotion identification using 1-d deep residual shrinkage network with microstate features</td></tr><tr><td>Source:</td><td>ieee sensors journal, 23(5), 5165-5174</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/jsen.2023.3239507,1.2468,-0.0523,2,192,640,15,1.3581,2023,15,1.3581
2262,liu (2025a),"<table><tr><td>Authors:</td><td>liu, minxu; guan, donghai; zheng, chuhang; zhu, qi</td></tr><tr><td>Title:</td><td>multimodal discriminative network for emotion recognition across individuals</td></tr><tr><td>Source:</td><td>ieee transactions on cognitive and developmental systems, 17(5), 1323-1335</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/tcds.2025.3552124,1.2519,-0.2005,2,182,452,7,3.5024,2025,7,3.5024
2269,qi (2015),"<table><tr><td>Authors:</td><td>qi, feifei; li, yuanqing; wu, wei</td></tr><tr><td>Title:</td><td>rstfc: a novel algorithm for spatio-temporal filtering and classification of single-trial eeg</td></tr><tr><td>Source:</td><td>ieee transactions on neural networks and learning systems, 26(12), 3070-3082</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",https://doi.org/10.1109/tnnls.2015.2402694,-0.9343,-0.3473,1,213,587,76,3.2466,2015,76,3.2466
2270,hong (2018),"<table><tr><td>Authors:</td><td>hong, keum-shik; khan, m. jawad; hong, melissa j.</td></tr><tr><td>Title:</td><td>feature extraction and classification methods for hybrid fnirs-eeg brain-computer interfaces</td></tr><tr><td>Source:</td><td>frontiers in human neuroscience, 12</td></tr><tr><td>Year:</td><td>2018</td></tr></table>",https://doi.org/10.3389/fnhum.2018.00246,-0.608,0.0118,1,134,231,205,9.5559,2018,205,9.5559
2273,yang (2022b),"<table><tr><td>Authors:</td><td>yang, kai; tong, li; zeng, ying; lu, runnan; zhang, rongkai; gao, yuanlong; yan, bin</td></tr><tr><td>Title:</td><td>exploration of effective electroencephalography features for the recognition of different valence emotions</td></tr><tr><td>Source:</td><td>frontiers in neuroscience, 16</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3389/fnins.2022.1010951,1.1459,-0.0574,2,190,432,6,0.4195,2022,6,0.4195
2274,al-jumaili (2023),"<table><tr><td>Authors:</td><td>al-jumaili, saif; duru, adil deniz; ibrahim, abdullahi abdu; ucan, osman nuri</td></tr><tr><td>Title:</td><td>investigation of epileptic seizure signatures classification in eeg using supervised machine learning algorithms</td></tr><tr><td>Source:</td><td>traitement du signal, 40(1), 43-54</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.18280/ts.400104,-0.1665,0.6691,3,106,181,9,0.8148,2023,9,0.8148
2276,elasuty (2015),"<table><tr><td>Authors:</td><td>elasuty, basem; eldawlatly, seif</td></tr><tr><td>Title:</td><td>dynamic bayesian networks for eeg motor imagery feature extraction</td></tr><tr><td>Source:</td><td>2015 7th international ieee/embs conference on neural engineering (ner), 170-173</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",,-0.7717,-0.1823,1,181,254,7,0.299,2015,7,0.299
2281,zhao (2023),"<table><tr><td>Authors:</td><td>zhao, kunyuan; xu, dan; he, kangjian; peng, guoqin</td></tr><tr><td>Title:</td><td>interpretable emotion classification using multidomain feature of eeg signals</td></tr><tr><td>Source:</td><td>ieee sensors journal, 23(11), 11879-11891</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/jsen.2023.3266322,1.0741,-0.0132,2,162,335,11,0.9959,2023,11,0.9959
2283,luo (2025a),"<table><tr><td>Authors:</td><td>luo, hao; li, haobo; tao, wei; yang, yi; ieong, chio-in; wan, feng</td></tr><tr><td>Title:</td><td>a portable and affordable four-channel eeg system for emotion recognition with self-supervised feature learning</td></tr><tr><td>Source:</td><td>mathematics, 13(10)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.3390/math13101608,0.8932,-0.2045,2,228,592,4,2.0013,2025,4,2.0013
2284,becker (2020),"<table><tr><td>Authors:</td><td>becker, hanna; fleureau, julien; guillotel, philippe; wendling, fabrice; merlet, isabelle; albera, laurent</td></tr><tr><td>Title:</td><td>emotion recognition based on high-resolution eeg recordings and reconstructed brain sources</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 11(2), 244-257</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1109/taffc.2017.2768030,0.9925,0.0315,2,206,469,92,3.6442,2020,92,3.6442
2285,abdalsalam (2017),"<table><tr><td>Authors:</td><td>abdalsalam, eltaf; yusoff, mohd zuki; kamel, nidal; malik, aamir saeed; mahmoud, dalia</td></tr><tr><td>Title:</td><td>classification of four class motor imagery for brain computer interface</td></tr><tr><td>Source:</td><td>9th international conference on robotic, vision, signal processing and, 398, 297-305</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1007/978-981-10-1721-6_32,-0.8286,0.0252,1,180,257,4,0.1243,2017,4,0.1243
2289,ozmen (2018),"<table><tr><td>Authors:</td><td>ozmen, nurhan gursel; gumusel, levent; yang, yuan</td></tr><tr><td>Title:</td><td>a biologically inspired approach to frequency domain feature extraction for eeg classification</td></tr><tr><td>Source:</td><td>computational and mathematical methods in medicine, 2018</td></tr><tr><td>Year:</td><td>2018</td></tr></table>",https://doi.org/10.1155/2018/9890132,-0.7978,-0.0935,1,207,335,24,1.1187,2018,24,1.1187
2290,aydemir (2014),"<table><tr><td>Authors:</td><td>aydemir, onder; kayikcioglu, temel</td></tr><tr><td>Title:</td><td>decision tree structure based classification of eeg signals recorded during two dimensional cursor movement imagery</td></tr><tr><td>Source:</td><td>journal of neuroscience methods, 229, 68-75</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",https://doi.org/10.1016/j.jneumeth.2014.04.007,-0.9275,-0.1903,1,170,269,56,1.8849,2014,56,1.8849
2299,higashi (2012),"<table><tr><td>Authors:</td><td>higashi, hiroshi; tanaka, toshihisa</td></tr><tr><td>Title:</td><td>time sparsification of eeg signals in motor-imagery based brain computer interfaces</td></tr><tr><td>Source:</td><td>2012 annual international conference of the ieee engineering in medicine, 4271-4274</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",,-0.9479,-0.3453,1,225,598,1,0.0275,2012,1,0.0275
2309,gao (2020),"<table><tr><td>Authors:</td><td>gao, qiang; wang, chu-han; wang, zhe; song, xiao-lin; dong, en-zeng; song, yu</td></tr><tr><td>Title:</td><td>eeg based emotion recognition using fusion feature extraction method</td></tr><tr><td>Source:</td><td>multimedia tools and applications, 79(37-38), 27057-27074</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1007/s11042-020-09354-y,1.2466,-0.0076,2,168,328,60,2.3766,2020,60,2.3766
2315,qin (2025),"<table><tr><td>Authors:</td><td>qin, xiwen; wang, jiayao; xu, dingxin; zhang, siqi</td></tr><tr><td>Title:</td><td>shallow convolution and parallel coarse-to-fine attention for brain signal classification</td></tr><tr><td>Source:</td><td>international journal of imaging systems and technology, 35(6)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1002/ima.70249,-0.0137,-0.3229,4,219,398,0,0,2025,0,0
2318,yang (2020b),"<table><tr><td>Authors:</td><td>yang, pengpeng; wang, jing; zhao, hongling; li, runzhi</td></tr><tr><td>Title:</td><td>mlp with riemannian covariance for motor imagery based eeg analysis</td></tr><tr><td>Source:</td><td>ieee access, 8, 139974-139982</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1109/access.2020.3011969,-0.5087,-0.366,1,203,341,22,0.8714,2020,22,0.8714
2321,li (2025c),"<table><tr><td>Authors:</td><td>li, hongbo; feng, xuchao; liu, zhenbin; wang, wenting; tian, lufei; xu, dan; chitrakar, bimal; cui, zhenkun; hu, liangbin; mo, haizhen</td></tr><tr><td>Title:</td><td>the influence of different flavor peptides on brain perception via scalp electroencephalogram and development of a taste model</td></tr><tr><td>Source:</td><td>food chemistry, 465</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1016/j.foodchem.2024.141953,-0.4977,-0.1056,1,210,251,11,5.5037,2025,11,5.5037
2329,liu (2023),"<table><tr><td>Authors:</td><td>liu, zhen-tao; hu, si-jun; she, jinhua; yang, zhaohui; xu, xin</td></tr><tr><td>Title:</td><td>electroencephalogram emotion recognition using combined features in variational mode decomposition domain</td></tr><tr><td>Source:</td><td>ieee transactions on cognitive and developmental systems, 15(3), 1595-1604</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/tcds.2022.3233858,1.1309,-0.0334,2,202,585,19,1.7202,2023,19,1.7202
2330,baykara (2021),"<table><tr><td>Authors:</td><td>baykara, muhammet; abdulrahman, awf</td></tr><tr><td>Title:</td><td>seizure detection based on adaptive feature extraction by applying extreme learning machines</td></tr><tr><td>Source:</td><td>traitement du signal, 38(2), 331-340</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.18280/ts.380210,-0.2403,0.8563,3,90,200,14,0.8245,2021,14,0.8245
2331,hussain (2018),"<table><tr><td>Authors:</td><td>hussain, lal</td></tr><tr><td>Title:</td><td>detecting epileptic seizure with different feature extracting strategies using robust machine learning classification techniques by applying advance parameter optimization approach</td></tr><tr><td>Source:</td><td>cognitive neurodynamics, 12(3), 271-294</td></tr><tr><td>Year:</td><td>2018</td></tr></table>",https://doi.org/10.1007/s11571-018-9477-1,-0.3167,0.8314,3,149,610,73,3.4028,2018,73,3.4028
2333,wang (2026),"<table><tr><td>Authors:</td><td>wang, zhehan; ma, yuliang; du, yicheng; she, qingshan</td></tr><tr><td>Title:</td><td>a band-aware riemannian network with domain adaptation for motor imagery eeg signal decoding</td></tr><tr><td>Source:</td><td>brain sciences, 16(4)</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.3390/brainsci16040363,-0.1087,-0.3737,4,213,431,0,0,2026,0,0
2351,zhang (2023c),"<table><tr><td>Authors:</td><td>zhang, chenlong; he, jian; liang, yu; wang, zaitian; xie, xiaoyang</td></tr><tr><td>Title:</td><td>a fusion framework for confusion analysis in learning based on eeg signals</td></tr><tr><td>Source:</td><td>applied sciences-basel, 13(23)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.3390/app132312832,0.2041,-0.2352,4,322,538,1,0.0905,2023,1,0.0905
2363,park (2018),"<table><tr><td>Authors:</td><td>park, sang-hoon; lee, david; lee, sang-goog</td></tr><tr><td>Title:</td><td>filter bank regularized common spatial pattern ensemble for small sample motor imagery classification</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 26(2), 498-505</td></tr><tr><td>Year:</td><td>2018</td></tr></table>",https://doi.org/10.1109/tnsre.2017.2757519,-0.9479,-0.3376,1,206,524,128,5.9666,2018,128,5.9666
2364,adochiei (2026),"<table><tr><td>Authors:</td><td>adochiei, felix-constantin; ionita, anamaria; adochiei, ioana-raluca; stirbu, oana-isabela; petroiu, gladiola; argatu, florin ciprian</td></tr><tr><td>Title:</td><td>computational analysis of eeg responses to anxiogenic stimuli using machine learning algorithms</td></tr><tr><td>Source:</td><td>applied sciences-basel, 16(3)</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.3390/app16031504,0.1853,0.1865,3,241,338,0,0,2026,0,0
